District,Region,Area,outletname,OUTLET TYPE,VC,longitude,latitude,vf
NORTH,GREATER TRIPOLI,TRIPOLI CITY,king Market,GROCERY,5,35.8291,34.4443,2
MOUNT LEBANON,METN,MANSOURIEH,Hanna Market,GROCERY,6,35.5745,33.8542,2
MOUNT LEBANON,METN,SIN EL FIL,Sin El Fil Market,GROCERY,5,35.5376,33.8812,2
BECAA,RACHAYA,Rachaya,HM Rachaya,GROCERY,5,35.8335,33.5245,2
BECAA,RACHAYA,Rachaya,Roro Drink,GROCERY,4,35.8326,33.5304,2
BEIRUT,RAS BEIRUT,HAMRA,Cheers & Olives (Hamara),GROCERY,4,35.4856,33.8968,2
BEIRUT,RAS BEIRUT,VERDUN,Olivias,GROCERY,6,35.484,33.888,2
MOUNT LEBANON,METN,AWKAR,Food Land Market,GROCERY,6,35.6122706,33.9400421,2
MOUNT LEBANON,METN,AWKAR,Chahoud Market,GROCERY,6,35.599381,33.9448989,2
MOUNT LEBANON,KESERWAN,ADONIS,Mini Box Market,GROCERY,6,35.6149312,33.9624186,2
MOUNT LEBANON,KESERWAN,ADONIS,King Market,GROCERY,6,35.6176351,33.9633203,2
MOUNT LEBANON,KESERWAN,ADONIS,Roastery Adonis,GROCERY,6,35.6175436,33.9631921,2
MOUNT LEBANON,KESERWAN,ZOUK MOSBEH,Obaid Market,Newelneh,5,35.6080556,33.9560254,2
MOUNT LEBANON,KESERWAN,ADONIS,Daily Market,GROCERY,6,35.6168887,33.9587223,2
MOUNT LEBANON,KESERWAN,AACHQOUT,Re-Shop,GROCERY,6,35.7028335,33.9815659,2
MOUNT LEBANON,DAHYEH,HARET HREIK,Café Sah Sah (Hadi HW),Newelneh,5,35.5157048,33.8499038,2
BEIRUT,MOUSAITBEH,TALLET KHAYAT,ANY TIME MARKET,GROCERY,5,35.4869633,33.8889952,2
BEIRUT,RAS BEIRUT,HAMRA,Maro Plus,GROCERY,5,35.4776147,33.8962782,2
BEIRUT,RAS BEIRUT,Rawshe,Café Abou Saleh,GROCERY,5,35.4730566,33.8883918,2
MOUNT LEBANON,METN,BOURJ HAMMOUD,Abajour,GROCERY,5,35.5383012,33.8941248,2
MOUNT LEBANON,METN,MANSOURIEH,Samaha Market,GROCERY,6,35.5758718,33.8489982,2
MOUNT LEBANON,BAABDA,AIN EL ROUMENEH,Safi Roastery,GROCERY,5,35.5229211,33.8699443,2
MOUNT LEBANON,BAABDA,FURN EL CHEBBAK,Celine Market,GROCERY,6,35.5230652,33.8709139,2
MOUNT LEBANON,BAABDA,HAZMIEH,Café & More,KIOSK,5,35.5287843,33.8608232,2
BECAA,Zahleh,Zahleh,city market zahle,GROCERY,5,35.9155511,33.833608,2
NORTH,GREATER TRIPOLI,MINA,Nashabeh Kiosk,KIOSK,5,35.8166611,34.4516311,2
SOUTH,TYR,MAAROUB,Al Hadi (Maaroub),GROCERY,5,35.3463486,33.2818604,2
SOUTH,TYR,ABASIYEH,Housaini MM,GROCERY,6,35.2754703,33.2976356,2
SOUTH,TYR,AIN BAAL,Al Raai MM,GROCERY,5,35.2647274,33.2328178,2
MOUNT LEBANON,BAABDA,JAMMHOUR,welcome Z,Newelneh,5,35.570776,33.8299226,2
MOUNT LEBANON,SHOUF,BAAQLINE,Rose,GROCERY,5,35.5583861,33.6785482,2
MOUNT LEBANON,ALEY,BAISOUR,liquides,GROCERY,5,35.5609495,33.7720563,2
MOUNT LEBANON,BAABDA,KFARCHIMA,charcuterie fromagerie,GROCERY,5,35.5345737,33.82273,2
MOUNT LEBANON,KESERWAN,ZOUK MOSBEH,Mr. Puff,SPECIALIST,4,35.6093255,33.9558541,2
MOUNT LEBANON,ALEY,AIN ONOUB,Mousharafieh,GROCERY,4,35.5468342,33.7929588,2
MOUNT LEBANON,BAABDA,JAMMHOUR,3al Yamin,GROCERY,5,35.5637177,33.8363995,2
MOUNT LEBANON,ALEY,CHOUEIFAT,Brand Café,Newelneh,6,35.506905,33.8049215,2
MOUNT LEBANON,ALEY,CHOUEIFAT,Jadov Café,Newelneh,5,35.500711,33.8056008,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,City Food,GROCERY,5,35.8283358,34.4460453,2
NORTH,KOURA,DAHR EL AIN,Waffer Market,GROCERY,5,35.8468037,34.3766261,2
NORTH,KOURA,DAHR EL AIN,Abou Al Ward Café,Newelneh,5,35.8464462,34.390741,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,Tayba Café,Newelneh,5,35.836046,34.439932,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,Shahed mm,GROCERY,5,35.8438068,34.4431391,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,El Rabih Café,Newelneh,5,35.8355449,34.4353025,2
BEIRUT,RAS BEIRUT,AIN MREISSEH,Exclance Café,Newelneh,5,35.4928057,33.8997022,2
MOUNT LEBANON,METN,ANTELIAS,Mayel,Newelneh,4,35.5813173,33.9122763,2
MOUNT LEBANON,METN,NACCACHE,Go Mart,Newelneh,5,35.5901508,33.918427,2
NORTH,GREATER TRIPOLI,MINA,Helo W Maleh,GROCERY,5,35.8128141,34.4501116,2
NORTH,GREATER TRIPOLI,KALAMOUN,Khaial Café,Newelneh,5,35.7783446,34.3812107,2
NORTH,GREATER TRIPOLI,KOBBEH,Al Amana,GROCERY,5,35.852792,34.431305,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,Abo Sami Al Masri,GROCERY,5,35.8360854,34.438274,2
BEIRUT,RAS BEIRUT,VERDUN,Denawi Station,Newelneh,4,35.4878383,33.8908963,2
MOUNT LEBANON,ALEY,KHALDE,shadi store,Newelneh,4,35.4683522,33.770839,2
MOUNT LEBANON,SHOUF,DAMOUR,Blended Damour,GROCERY,5,35.45271,33.726095,2
MOUNT LEBANON,ALEY,DAWHAT AARAMOUN,Karim SM,GROCERY,4,35.4938641,33.7789899,2
MOUNT LEBANON,METN,DEKWANEH,Al Tawil,Newelneh,5,35.5426295,33.8785667,2
BECAA,BAALBACK,TARAYA,Nour Market,GROCERY,5,36.024949,33.9770353,2
BECAA,ZAHLE,Zahleh Rural,Pit Stop,GROCERY,4,35.8253762,33.7986285,2
BECAA,BAALBACK,Al Khodor,Bilal Al Khodor,GROCERY,4,36.1198462,33.9029702,2
BECAA,ZAHLE,Zahleh Rural,Lamis Market,GROCERY,5,35.9520545,33.8631956,2
SOUTH,TYR,HAWSH,Smart Market (Tyr),GROCERY,5,35.2315908,33.2475848,2
MOUNT LEBANON,DAHYEH,SFEIR,Maymoun (Sfeir),Newelneh,5,35.5216603,33.8510211,2
MOUNT LEBANON,DAHYEH,BOURJ EL BARAJNEH,Al Zaeem SM,GROCERY,5,35.5018611,33.8368838,2
MOUNT LEBANON,METN,BROUMANA,Road RUNNER By Isam,GROCERY,5,35.6390825,33.885412,2
MOUNT LEBANON,KESERWAN,KASLIK,Karim Market,Newelneh,5,35.6168915,33.9819065,2
MOUNT LEBANON,KESERWAN,ADONIS,Dory abdallah,GROCERY,5,35.6168737,33.9632313,2
SOUTH,TYR,SRIFA,Wadi Al Zaytoun,GROCERY,5,35.4091632,33.2715766,2
MOUNT LEBANON,METN,ZALKA,Joyce Market,GROCERY,5,35.5762291,33.8979268,2
MOUNT LEBANON,SHOUF,DAMOUR,Fresh DM,GROCERY,4,35.4548976,33.7312361,2
MOUNT LEBANON,ALEY,BCHEMOUN,abo jad m.m,GROCERY,5,35.5304113,33.7815854,2
MOUNT LEBANON,ALEY,BCHEMOUN,Rasamny Tobacco,SPECIALIST,4,35.5294017,33.7826919,2
MOUNT LEBANON,ALEY,DAWHAT AARAMOUN,Transit Sm,GROCERY,4,35.4828728,33.7823238,2
MOUNT LEBANON,SHOUF,WADI EL ZAYNEH,Aaloushi for tobacco,SPECIALIST,4,35.4137659,33.6213858,2
MOUNT LEBANON,SHOUF,KETERMEYA,Maymoun Ketermaya,Newelneh,4,35.4755584,33.6133723,2
MOUNT LEBANON,SHOUF,WADI EL ZAYNEH,Rida MM,GROCERY,4,35.4058871,33.6215455,2
MOUNT LEBANON,SHOUF,DAMOUR,Mayyil (Damour),GROCERY,4,35.4537315,33.73148,2
MOUNT LEBANON,SHOUF,JIYEH,jyeh sm (el Ali),GROCERY,5,35.4235905,33.6749509,2
MOUNT LEBANON,SHOUF,JIYEH,jyeh m.m,GROCERY,5,35.4222831,33.6640075,2
MOUNT LEBANON,SHOUF,KFARHIM,Stop & Shop Kfarim,GROCERY,4,35.5137917,33.6896615,2
MOUNT LEBANON,SHOUF,KFARHIM,Queens park,Newelneh,4,35.6016121,33.6674675,2
MOUNT LEBANON,SHOUF,BOQAATA,Cheers And Beers,GROCERY,4,35.596839,33.6718188,2
MOUNT LEBANON,SHOUF,BOQAATA,Royal,GROCERY,4,35.599843,33.6700123,2
MOUNT LEBANON,SHOUF,BOQAATA,Al Nimer MM,GROCERY,4,35.6024877,33.6660055,2
MOUNT LEBANON,ALEY,DAWHAT AARAMOUN,Ranim MM,GROCERY,4,35.4874155,33.7815562,2
MOUNT LEBANON,METN,HAMMANA,Picknick,GROCERY,4,35.7326666,33.826565,2
MOUNT LEBANON,ALEY,DAWHAT AARAMOUN,coffe 24 dawha,Newelneh,4,35.4875065,33.7969188,2
MOUNT LEBANON,ALEY,DAWHAT AARAMOUN,family m.m,GROCERY,5,35.4919719,33.7836467,2
MOUNT LEBANON,ALEY,DAWHAT AARAMOUN,Al Soultan Café,Newelneh,5,35.4987775,33.7750134,2
MOUNT LEBANON,METN,BOURJ HAMMOUD,Café Asmar,Newelneh,6,35.5471004,33.8936498,2
BEIRUT,RAS BEIRUT,HAMRA,Address (Masref),Newelneh,5,35.4876592,33.8953289,2
BEIRUT,RAS BEIRUT,KRAITEM,LAU Saj,Newelneh,6,35.4786,33.8918538,2
BEIRUT,RAS BEIRUT,HAMRA,1 Dollar,GROCERY,4,35.4787416,33.8945179,2
BEIRUT,RAS BEIRUT,HAMRA,Comodore Market,GROCERY,5,35.4800564,33.894808,2
BEIRUT,RAS BEIRUT,AIN MREISSEH,Coffe Time,Newelneh,5,35.4923361,33.9024194,2
BEIRUT,RAS BEIRUT,Manara,Fadi Sleit,GROCERY,5,35.4758389,33.9016713,2
BEIRUT,RAS BEIRUT,Rawshe,Smile Cofe,Newelneh,5,35.4724428,33.888996,2
NORTH,ZGHARTA,MAJDELAYA,Fatat Khouder,GROCERY,5,35.8819763,34.4108541,2
NORTH,ZGHARTA,ZGHARTA RURAL,Princes Market,GROCERY,5,35.8960815,34.3952776,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,Hoz Mall,GROCERY,4,35.829694,34.4307978,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,Al Salam Café,Newelneh,5,35.8266313,34.4209703,2
NORTH,GREATER TRIPOLI,MINA,Multy Smoke Shop,SPECIALIST,5,35.8129608,34.4501259,2
NORTH,GREATER TRIPOLI,KOBBEH,Mohamad Dib mm,GROCERY,5,35.8500237,34.4362646,2
NORTH,GREATER TRIPOLI,KOBBEH,Hala Bel Khamis,GROCERY,5,35.8484679,34.4321829,2
NORTH,GREATER TRIPOLI,KOBBEH,Arghalit Al Merhabi,SPECIALIST,5,35.8483337,34.4319759,2
NORTH,GREATER TRIPOLI,MINA,Jamra,SPECIALIST,5,35.8188299,34.4488422,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,Al moulouk,Newelneh,5,35.8302016,34.4410822,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,Mosalm MM,GROCERY,5,35.8396507,34.4303191,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,Habib Café,Newelneh,5,35.8375758,34.4301964,2
NORTH,GREATER TRIPOLI,KALAMOUN,Café G&J,Newelneh,4,35.8183971,34.4070506,2
NORTH,GREATER TRIPOLI,ABU SAMRA,Labneh w zaytouneh,GROCERY,5,35.8408776,34.4226799,2
NORTH,GREATER TRIPOLI,ABU SAMRA,Al hourieh sm,GROCERY,5,35.8502654,34.4195252,2
MOUNT LEBANON,DAHYEH,HARET HREIK,Abou Ali Rachid,GROCERY,5,35.5177231,33.8463968,2
MOUNT LEBANON,DAHYEH,HARET HREIK,Al Tayebat,GROCERY,5,35.5169693,33.8485538,2
MOUNT LEBANON,DAHYEH,AMERCAN,Al Soultan Market,GROCERY,5,35.5257942,33.8479259,2
MOUNT LEBANON,DAHYEH,AMERCAN,Ghandour,GROCERY,5,35.5257942,33.8479259,2
MOUNT LEBANON,BAABDA,BIR HASSAN,Jabal Aamel Market,GROCERY,4,35.4852134,33.8647804,2
MOUNT LEBANON,BAABDA,BIR HASSAN,Al Chaaer,GROCERY,5,35.4836671,33.8641686,2
MOUNT LEBANON,BAABDA,BIR HASSAN,Wazneh,GROCERY,5,35.4836671,33.8641686,2
MOUNT LEBANON,BAABDA,HAZMIEH,Dagher Market,GROCERY,5,35.5464277,33.8527531,2
MOUNT LEBANON,METN,MANSOURIEH,In and Out,Newelneh,5,35.5569319,33.8599836,2
MOUNT LEBANON,ALEY,DAWHAT AARAMOUN,Dad's Market,GROCERY,4,35.4875909,33.795136,2
BEIRUT,MAZRAA,BARBOUR,Coffee Shop,Newelneh,5,35.5027233,33.8792388,2
BEIRUT,MAZRAA,RAS EL NABAA,Café Othman,Newelneh,5,35.5072138,33.8821548,2
MOUNT LEBANON,BAABDA,Tayouneh,Lydia Market,GROCERY,5,35.5134671,33.868832,2
BECAA,ZAHLE,Zahleh Rural,Al Jawad (Marj),GROCERY,5,35.8839324,33.7633016,2
BECAA,ZAHLE,Zahleh Rural,George Zoughai,GROCERY,4,35.823075,33.796786,2
MOUNT LEBANON,METN,DEKWANEH,Abou Elie,GROCERY,5,35.5505942,33.8723074,2
MOUNT LEBANON,METN,BROUMANA,Ados Drive Through,Newelneh,5,35.650325,33.8880248,2
MOUNT LEBANON,KESERWAN,ADMA,Carrefour (Adma),Super Market,5,35.6471383,34.0223848,2
MOUNT LEBANON,KESERWAN,FARAIYA,High Market,GROCERY,5,35.838481,33.9939646,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,Toufik Café,Newelneh,5,35.832562,34.4427761,2
MOUNT LEBANON,METN,NACCACHE,Ani Market,GROCERY,6,35.5977984,33.9262993,2
MOUNT LEBANON,SHOUF,DAMOUR,Total Ras Gaz Damour,Petrol Station,4,35.4530771,33.7238629,2
BEIRUT,MAZRAA,TARIQ EL JDIDE,Ramzi Café,Newelneh,4,35.5006619,33.8710604,2
SOUTH,TYR,TYR,Sour SM,GROCERY,5,35.2041911,33.2672241,2
SOUTH,TYR,DEIR QANOUN,Istehlakiet Al Mothalath,GROCERY,5,35.302436,33.3017732,2
NORTH,BATROUN,CHEKKA,Samira Café,Newelneh,5,35.7318226,34.355791,2
BEIRUT,MAZRAA,BARBOUR,Abo Sami Market (Barbour),GROCERY,4,35.497325,33.8799616,2
MOUNT LEBANON,ALEY,CHOUEIFAT,Black & White Café,Newelneh,5,35.5215916,33.8157133,2
NABATIEH,BENT JBEIL,HARIS,Seven Eleven,GROCERY,4,35.3732908,33.1811104,2
NORTH,GREATER TRIPOLI,KALAMOUN,Al Rayan Café,Newelneh,5,35.7810411,34.382539,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,Golden Jamal (Dam W Farz),GROCERY,5,35.8283551,34.4278205,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,Ali Al Shaiekh Café,Newelneh,5,35.8331307,34.4414149,2
NORTH,KOURA,DAHR EL AIN,Al Asli Café,Newelneh,5,35.8428274,34.3954048,2
NORTH,BATROUN,CHEKKA,Pertroleb,Newelneh,5,35.7323202,34.3214834,2
MOUNT LEBANON,METN,MTAILEB,Speedy (Rabieh),GROCERY,6,35.6168204,33.9198318,2
MOUNT LEBANON,DAHYEH,HARET HREIK,Maymoun Harat,Newelneh,5,35.506085,33.85465,2
MOUNT LEBANON,DAHYEH,Ozai,Maymoun Ozai,Newelneh,5,35.4842083,33.8317983,2
MOUNT LEBANON,DAHYEH,LAYLAKI,Al Nour (Laylaki),GROCERY,5,35.5153666,33.8334866,2
MOUNT LEBANON,DAHYEH,HARET HREIK,Asia Market,GROCERY,5,35.516825,33.83963,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,King Chockolat,GROCERY,5,35.8287201,34.4419231,2
MOUNT LEBANON,METN,BROUMANA,Speed Stop (Newelneh),Newelneh,5,35.6191601,33.8755867,2
MOUNT LEBANON,BAABDA,AIN EL ROUMENEH,HK Liqueur Store,Newelneh,5,35.5269787,33.8645116,2
MOUNT LEBANON,KESERWAN,AACHQOUT,Abi Rachid,SPECIALIST,4,35.7188772,33.9886114,2
MOUNT LEBANON,METN,DEKWANEH,Yaakoub MM,GROCERY,6,35.5465307,33.8762863,2
MOUNT LEBANON,ALEY,BCHEMOUN,bshamoun tobaco,SPECIALIST,5,35.4928395,33.7937734,2
MOUNT LEBANON,ALEY,CHOUEIFAT,Al Khal,GROCERY,5,35.5172144,33.8071439,2
MOUNT LEBANON,METN,MTAILEB,Abou Riad,Newelneh,5,35.6319487,33.9258999,2
MOUNT LEBANON,METN,ZALKA,Al Rayes,Newelneh,5,35.5744065,33.9045613,2
BEIRUT,ACHRAFIEH,Karantina,Via A Vent,Newelneh,5,35.5260215,33.8994956,2
MOUNT LEBANON,METN,JAL EL DIB,Bonnes Choses,GROCERY,5,35.5850461,33.9125332,2
MOUNT LEBANON,METN,JAL EL DIB,Jaddo's,Newelneh,5,35.5828669,33.9102455,2
MOUNT LEBANON,METN,ZALKA,Stop Market,GROCERY,5,35.5704543,33.8987866,2
MOUNT LEBANON,METN,ANTELIAS,Offer Market,GROCERY,5,35.5949567,33.9081014,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,Richie's Tobacco & More,SPECIALIST,5,35.8310908,34.4353621,2
NORTH,KOURA,DAHR EL AIN,Moni café,Newelneh,5,35.8365887,34.4061657,2
BEIRUT,MAZRAA,RAS EL NABAA,Stop & Shop Ras El Nabea,GROCERY,4,35.5055383,33.8801999,2
MOUNT LEBANON,DAHYEH,JAMOUS,City Mart,GROCERY,5,35.51908,33.8433116,2
MOUNT LEBANON,DAHYEH,SFEIR,Jaafar Kiosk Sfeir,Newelneh,4,35.5176683,33.85293,2
MOUNT LEBANON,BAABDA,GHOUBAIRI,Amal Kiosk Moucharafieh,Newelneh,5,35.5114133,33.8594466,2
MOUNT LEBANON,DAHYEH,HAY AL SOLOUM,Corner Market,GROCERY,5,35.516345,33.82775,2
NABATIEH,BENT JBEIL,HARIS,Abou Rakhousa,GROCERY,5,35.379579,33.1813914,2
SOUTH,TYR,QANA,Borji,GROCERY,5,35.2957759,33.2099452,2
NABATIEH,BENT JBEIL,TEBNINE,SM ABOU KAMAL,GROCERY,4,35.3964433,33.1903755,2
BEIRUT,RAS BEIRUT,KRAITEM,Epi Dor LAU,GROCERY,4,35.4779554,33.8922872,2
MOUNT LEBANON,ALEY,CHOUEIFAT,Tiba Café,Newelneh,5,35.522865,33.8169416,2
MOUNT LEBANON,DAHYEH,HARET HREIK,Abou Fawaz,GROCERY,5,35.51017,33.8562283,2
BEIRUT,RAS BEIRUT,HAMRA,Al Sirat shopping,GROCERY,5,35.4824216,33.8960569,2
BEIRUT,RAS BEIRUT,HAMRA,Yoggy Café,Newelneh,5,35.4771637,33.8945979,2
BEIRUT,RAS BEIRUT,HAMRA,Coffee Mart,Newelneh,5,35.4785295,33.8940701,2
BEIRUT,MOUSAITBEH,MAR ELIAS,Mazare3 Al Rawabi,GROCERY,5,35.4947848,33.8894818,2
BECAA,ZAHLE,Zahleh Rural,Jawad Market,GROCERY,6,35.8665469,33.8148786,2
BECAA,BAALBACK,BAALBACK,Abou Fadi,GROCERY,5,36.1350338,33.9870162,2
BECAA,ZAHLE,Zahleh Rural,Swiss Market,GROCERY,5,36.0249797,33.8587964,2
BECAA,ZAHLE,Zahleh Rural,Abou Aasali,GROCERY,5,35.8213929,33.7943475,2
MOUNT LEBANON,METN,BIKFAYA,Semaan Market,GROCERY,6,35.6760414,33.9181151,2
MOUNT LEBANON,METN,BIKFAYA,Joseph Hajj Botrous Market,GROCERY,5,35.6767218,33.9184638,2
MOUNT LEBANON,ALEY,DAWHAT AARAMOUN,Shareef SM,GROCERY,4,35.48393,33.789546,2
MOUNT LEBANON,ALEY,KAHHALEH,Café Kahaleh,Newelneh,5,35.588412,33.8256224,2
MOUNT LEBANON,ALEY,ALEY,Cheers Up,GROCERY,5,35.6093519,33.8135154,2
MOUNT LEBANON,BAABDA,HADATH,Market plus hadath,GROCERY,5,35.5341613,33.8314618,2
MOUNT LEBANON,BAABDA,FURN EL CHEBBAK,Maiel Coral,Petrol Station,5,35.5262425,33.8679527,2
NORTH,KOURA,AMIOUN,Shammas Market,GROCERY,5,35.8131277,34.299358,2
MOUNT LEBANON,JBEIL,JDAYEL,Haifa Market,GROCERY,5,35.6369622,34.1599953,2
NORTH,BATROUN,CHEKKA,Oregano Market,GROCERY,5,35.7260941,34.3196801,2
MOUNT LEBANON,BAABDA,CHIYAH,Toren Café,Newelneh,5,35.5103166,33.8618133,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,Hawchar SM,GROCERY,5,35.8362519,34.4407972,2
BAABDA,MOUNT LEBANON,BAABDA,coffe drinks hadath,Newelneh,5,35.5347127,33.8481569,2
MOUNT LEBANON,ALEY,KABER SHMOUN,express drakaress,Newelneh,4,35.54281,33.7527419,2
NORTH,BATROUN,BATROUN CITY,Deken Market,GROCERY,5,35.6610235,34.2480446,2
MOUNT LEBANON,JBEIL,AMCHIT,George Derianous,GROCERY,5,35.6449407,34.1378029,2
MOUNT LEBANON,ALEY,DAWHAT AARAMOUN,sweet spot,GROCERY,4,35.4861414,33.7985292,2
MOUNT LEBANON,SHOUF,RMEILET,Adam 's SM,GROCERY,5,35.3998808,33.6108274,2
MOUNT LEBANON,BAABDA,HADATH,Sold Mart Hadath,GROCERY,5,35.5328107,33.8350385,2
MOUNT LEBANON,ALEY,KABER SHMOUN,m.m al jabal,GROCERY,4,35.5475231,33.7560707,2
MOUNT LEBANON,ALEY,ALEY,Hag Mag,GROCERY,4,35.6301157,33.8134815,2
MOUNT LEBANON,METN,JDEIDEH/BOUCHRIEH,Liquor Shop,GROCERY,5,35.5594109,33.887587,2
BEIRUT,ACHRAFIEH,SASSINE,Sassine Café,Newelneh,5,35.5210403,33.8869738,2
BEIRUT,ACHRAFIEH,SASSINE,Dobizz Shop,GROCERY,5,35.5237642,33.8859691,2
MOUNT LEBANON,METN,DEKWANEH,Em Maroun,GROCERY,5,35.5510151,33.8753319,2
MOUNT LEBANON,METN,DEKWANEH,Sold Mart Dekweneh,GROCERY,5,35.5472851,33.8776568,2
BEIRUT,RAS BEIRUT,HAMRA,Luna Market,GROCERY,5,35.4787374,33.8945294,2
BEIRUT,BASHOURA,BECHARA EL KHOURY,Kahwatea,Newelneh,5,35.5066869,33.8901084,2
MOUNT LEBANON,METN,BOLONIA,Bob Stop,Newelneh,6,35.7475653,33.9122903,2
MOUNT LEBANON,KESERWAN,JAAITA,Sukkar Market,GROCERY,5,35.6501663,33.9543656,2
MOUNT LEBANON,KESERWAN,AAJALTOUN,Fi Min Kil Shi,Newelneh,5,35.6813364,33.9558186,2
NORTH,GREATER TRIPOLI,MINA,Faydollah Smoke,SPECIALIST,5,35.8189493,34.4459855,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,Shop & Save (Nadim El Jisser),GROCERY,5,35.8328284,34.4406949,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,Tarek Ajjaj,GROCERY,5,35.8303618,34.4446043,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,Matjar Market,GROCERY,5,35.829799,34.4413737,2
NORTH,AKAR,HALBA,Coin Market,GROCERY,5,36.062751,34.538231,2
NORTH,KOURA,DAHR EL AIN,Family Saving Center,GROCERY,5,35.8476132,34.3832334,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,abou halka tobacco,SPECIALIST,5,35.838802,34.4404317,2
MOUNT LEBANON,KESERWAN,HRAJEL,PR Market,GROCERY,5,35.7461981,34.0009101,2
MOUNT LEBANON,KESERWAN,HRAJEL,Blue Market,GROCERY,5,35.7575158,34.0081816,2
MOUNT LEBANON,KESERWAN,HRAJEL,Al Basateen,GROCERY,5,35.7678052,34.0108994,2
MOUNT LEBANON,KESERWAN,FARAIYA,Drive'N Go,Newelneh,5,35.7808492,34.0145714,2
MOUNT LEBANON,KESERWAN,ZOUK MOSBEH,M&M Jeita,Newelneh,5,35.6489821,33.953975,2
MOUNT LEBANON,KESERWAN,JOUNIEH CITY,Jounieh Market,GROCERY,5,35.6297438,33.983051,2
MOUNT LEBANON,DAHYEH,TAHWITA AL GHADEER,Corner cafe 47,Newelneh,5,35.5024366,33.8333133,2
MOUNT LEBANON,DAHYEH,TAHWITA AL GHADEER,Adib Market,GROCERY,6,35.508805,33.83191,2
MOUNT LEBANON,BAABDA,BIR HASSAN,Allo Market,GROCERY,6,35.48453,33.8605733,2
MOUNT LEBANON,BAABDA,BIR HASSAN,Al Rimal (OZ),GROCERY,5,35.4844866,33.834915,2
MOUNT LEBANON,DAHYEH,HARET HREIK,Nassour,GROCERY,5,35.5119183,33.855685,2
MOUNT LEBANON,DAHYEH,HARET HREIK,Al Zein (SH),GROCERY,5,35.5100583,33.8568583,2
SOUTH,TYR,BAZOURIYE,Jbara Market,GROCERY,5,35.2721772,33.2597721,2
SOUTH,TYR,SIDIKIN,Bakri mall,GROCERY,4,35.3051613,33.1967278,2
BEIRUT,RAS BEIRUT,HAMRA,Havana Market,GROCERY,5,35.4864074,33.8953809,2
BEIRUT,RAS BEIRUT,HAMRA,Maashouk Café,Newelneh,5,35.4829028,33.8939712,2
MOUNT LEBANON,METN,DORA,St. Charbel,GROCERY,5,35.5550151,33.8909578,2
MOUNT LEBANON,METN,ANTELIAS,Al Haiba Café,Newelneh,5,35.585252,33.9195763,2
BEIRUT,MARFAA,BEIRUT PORT,Café Nader,Newelneh,5,35.5130419,33.8972614,2
NORTH,BATROUN,CHEKKA,Black Market,GROCERY,5,35.7407178,34.3251431,2
BECAA,ZAHLE,Zahleh Rural,Aabd Al Ghani,GROCERY,5,35.9086512,33.7620017,2
BEIRUT,RAS BEIRUT,HAMRA,T Mart,GROCERY,4,35.4837998,33.8968883,2
BEIRUT,RAS BEIRUT,HAMRA,D 2 D Bliss,GROCERY,5,35.4838887,33.8990306,2
BEIRUT,RAS BEIRUT,HAMRA,Vape & More LAU,SPECIALIST,5,35.4774768,33.8936029,2
BEIRUT,RMEIL,MAR MICHAEL,Dukan Du Port,Newelneh,5,35.5381307,33.9011029,2
BEIRUT,ACHRAFIEH,Sagesse,Uppy Car,Newelneh,5,35.5168263,33.8919865,2
BEIRUT,SAIFI,TABARIS,Le Café,GROCERY,5,35.5116549,33.8921966,2
MOUNT LEBANON,METN,DORA,Dimi Market (Wardieh ),Petrol Station,5,35.557181,33.8951564,2
MOUNT LEBANON,METN,ZALKA,U Shop Kiosk,Petrol Station,5,35.5728932,33.9028732,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,Totanji Store,GROCERY,5,35.8287993,34.4440379,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,VIP Lounge,SPECIALIST,5,35.8355253,34.4404493,2
MOUNT LEBANON,METN,SIN EL FIL,U Shop Khoury,Petrol Station,5,35.5388698,33.8694942,2
NABATIEH,BENT JBEIL,YATER,Al khalil,SPECIALIST,3,35.3472758,33.1659614,2
MOUNT LEBANON,METN,ZALKA,Uniprix,GROCERY,5,35.5750889,33.902433,2
MOUNT LEBANON,METN,BOURJ HAMMOUD,Newelne (24/7)B,Newelneh,5,35.547998,33.8920007,2
